,name,artist,colourid,colour,collectornum,expansion,hexval,red_h,green_h,blue_h,codename
8895,Orzhov Locket,Volkan BaÇµa,"['B', 'W']",[],236,RNA,#1E1D26,30,29,38,Orzhov LocketRNA1
8896,Orzhov Locket,Volkan BaÇµa,"['B', 'W']",[],236,RNA,#D9BC66,217,188,102,Orzhov LocketRNA2
8897,Orzhov Locket,Volkan BaÇµa,"['B', 'W']",[],236,RNA,#D9AC59,217,172,89,Orzhov LocketRNA3
8898,Orzhov Locket,Volkan BaÇµa,"['B', 'W']",[],236,RNA,#BF863F,191,134,63,Orzhov LocketRNA4
8899,Orzhov Locket,Volkan BaÇµa,"['B', 'W']",[],236,RNA,#8C5E35,140,94,53,Orzhov LocketRNA5
8900,Rakdos Locket,Sung Choi,"['B', 'R']",[],237,RNA,#730A13,115,10,19,Rakdos LocketRNA1
8901,Rakdos Locket,Sung Choi,"['B', 'R']",[],237,RNA,#591D22,89,29,34,Rakdos LocketRNA2
8902,Rakdos Locket,Sung Choi,"['B', 'R']",[],237,RNA,#592E46,89,46,70,Rakdos LocketRNA3
8903,Rakdos Locket,Sung Choi,"['B', 'R']",[],237,RNA,#6D5E8C,109,94,140,Rakdos LocketRNA4
8904,Rakdos Locket,Sung Choi,"['B', 'R']",[],237,RNA,#F2522E,242,82,46,Rakdos LocketRNA5
8905,Scrabbling Claws,James Paick,[],[],238,RNA,#F2798F,242,121,143,Scrabbling ClawsRNA1
8906,Scrabbling Claws,James Paick,[],[],238,RNA,#030826,3,8,38,Scrabbling ClawsRNA2
8907,Scrabbling Claws,James Paick,[],[],238,RNA,#0D2F73,13,47,115,Scrabbling ClawsRNA3
8908,Scrabbling Claws,James Paick,[],[],238,RNA,#1C58A6,28,88,166,Scrabbling ClawsRNA4
8909,Scrabbling Claws,James Paick,[],[],238,RNA,#367FBF,54,127,191,Scrabbling ClawsRNA5
8910,Screaming Shield,Titus Lunter,[],[],239,RNA,#591E23,89,30,35,Screaming ShieldRNA1
8911,Screaming Shield,Titus Lunter,[],[],239,RNA,#A65B7E,166,91,126,Screaming ShieldRNA2
8912,Screaming Shield,Titus Lunter,[],[],239,RNA,#B4B4BF,180,180,191,Screaming ShieldRNA3
8913,Screaming Shield,Titus Lunter,[],[],239,RNA,#F2EBC9,242,235,201,Screaming ShieldRNA4
8914,Screaming Shield,Titus Lunter,[],[],239,RNA,#40352C,64,53,44,Screaming ShieldRNA5
8915,Simic Locket,Yeong-Hao Han,"['G', 'U']",[],240,RNA,#30478C,48,71,140,Simic LocketRNA1
8916,Simic Locket,Yeong-Hao Han,"['G', 'U']",[],240,RNA,#6A8FD9,106,143,217,Simic LocketRNA2
8917,Simic Locket,Yeong-Hao Han,"['G', 'U']",[],240,RNA,#3E688C,62,104,140,Simic LocketRNA3
8918,Simic Locket,Yeong-Hao Han,"['G', 'U']",[],240,RNA,#BDE3F2,189,227,242,Simic LocketRNA4
8919,Simic Locket,Yeong-Hao Han,"['G', 'U']",[],240,RNA,#3F7373,63,115,115,Simic LocketRNA5
8920,Sphinx of the Guildpact,Milivoj Ä†eran,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",241,RNA,#323C59,50,60,89,Sphinx of the GuildpactRNA1
8921,Sphinx of the Guildpact,Milivoj Ä†eran,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",241,RNA,#7686A6,118,134,166,Sphinx of the GuildpactRNA2
8922,Sphinx of the Guildpact,Milivoj Ä†eran,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",241,RNA,#BFAA69,191,170,105,Sphinx of the GuildpactRNA3
8923,Sphinx of the Guildpact,Milivoj Ä†eran,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",241,RNA,#BFA07A,191,160,122,Sphinx of the GuildpactRNA4
8924,Sphinx of the Guildpact,Milivoj Ä†eran,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",241,RNA,#BFAB9F,191,171,159,Sphinx of the GuildpactRNA5
8925,Tome of the Guildpact,Randy Gallegos,[],[],242,RNA,#00010D,0,1,13,Tome of the GuildpactRNA1
8926,Tome of the Guildpact,Randy Gallegos,[],[],242,RNA,#BFAF60,191,175,96,Tome of the GuildpactRNA2
8927,Tome of the Guildpact,Randy Gallegos,[],[],242,RNA,#BF8A49,191,138,73,Tome of the GuildpactRNA3
8928,Tome of the Guildpact,Randy Gallegos,[],[],242,RNA,#8C501C,140,80,28,Tome of the GuildpactRNA4
8929,Tome of the Guildpact,Randy Gallegos,[],[],242,RNA,#BFAE9F,191,174,159,Tome of the GuildpactRNA5
8930,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],243,RNA,#446EA6,68,110,166,Azorius GuildgateRNA1
8931,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],243,RNA,#59452C,89,69,44,Azorius GuildgateRNA2
8932,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],243,RNA,#F2C894,242,200,148,Azorius GuildgateRNA3
8933,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],243,RNA,#A6937C,166,147,124,Azorius GuildgateRNA4
8934,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],243,RNA,#D9D0C5,217,208,197,Azorius GuildgateRNA5
8935,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],244,RNA,#1747A6,23,71,166,Azorius GuildgateRNA1
8936,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],244,RNA,#1C4D8C,28,77,140,Azorius GuildgateRNA2
8937,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],244,RNA,#8C683B,140,104,59,Azorius GuildgateRNA3
8938,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],244,RNA,#F2D3AC,242,211,172,Azorius GuildgateRNA4
8939,Azorius Guildgate,Titus Lunter,"['U', 'W']",[],244,RNA,#593515,89,53,21,Azorius GuildgateRNA5
8940,Blood Crypt,Adam Paquette,"['B', 'R']",[],245,RNA,#F2D680,242,214,128,Blood CryptRNA1
8941,Blood Crypt,Adam Paquette,"['B', 'R']",[],245,RNA,#F27B50,242,123,80,Blood CryptRNA2
8942,Blood Crypt,Adam Paquette,"['B', 'R']",[],245,RNA,#A61A0D,166,26,13,Blood CryptRNA3
8943,Blood Crypt,Adam Paquette,"['B', 'R']",[],245,RNA,#59130C,89,19,12,Blood CryptRNA4
8944,Blood Crypt,Adam Paquette,"['B', 'R']",[],245,RNA,#A6382E,166,56,46,Blood CryptRNA5
8945,Breeding Pool,Jenn Ravenna Tran,"['G', 'U']",[],246,RNA,#127CA6,18,124,166,Breeding PoolRNA1
8946,Breeding Pool,Jenn Ravenna Tran,"['G', 'U']",[],246,RNA,#0E6073,14,96,115,Breeding PoolRNA2
8947,Breeding Pool,Jenn Ravenna Tran,"['G', 'U']",[],246,RNA,#1FAFBF,31,175,191,Breeding PoolRNA3
8948,Breeding Pool,Jenn Ravenna Tran,"['G', 'U']",[],246,RNA,#1CA698,28,166,152,Breeding PoolRNA4
8949,Breeding Pool,Jenn Ravenna Tran,"['G', 'U']",[],246,RNA,#32A670,50,166,112,Breeding PoolRNA5
8950,Gateway Plaza,Jedd Chevrier,[],[],247,RNA,#727A8C,114,122,140,Gateway PlazaRNA1
8951,Gateway Plaza,Jedd Chevrier,[],[],247,RNA,#BACBD9,186,203,217,Gateway PlazaRNA2
8952,Gateway Plaza,Jedd Chevrier,[],[],247,RNA,#F2BA52,242,186,82,Gateway PlazaRNA3
8953,Gateway Plaza,Jedd Chevrier,[],[],247,RNA,#F29441,242,148,65,Gateway PlazaRNA4
8954,Gateway Plaza,Jedd Chevrier,[],[],247,RNA,#A65F46,166,95,70,Gateway PlazaRNA5
8955,Godless Shrine,Jenn Ravenna Tran,"['B', 'W']",[],248,RNA,#F2B279,242,178,121,Godless ShrineRNA1
8956,Godless Shrine,Jenn Ravenna Tran,"['B', 'W']",[],248,RNA,#A65F37,166,95,55,Godless ShrineRNA2
8957,Godless Shrine,Jenn Ravenna Tran,"['B', 'W']",[],248,RNA,#593A28,89,58,40,Godless ShrineRNA3
8958,Godless Shrine,Jenn Ravenna Tran,"['B', 'W']",[],248,RNA,#F2BEA0,242,190,160,Godless ShrineRNA4
8959,Godless Shrine,Jenn Ravenna Tran,"['B', 'W']",[],248,RNA,#8C3C1F,140,60,31,Godless ShrineRNA5
8960,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],249,RNA,#1C1C26,28,28,38,Gruul GuildgateRNA1
8961,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],249,RNA,#2E3559,46,53,89,Gruul GuildgateRNA2
8962,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],249,RNA,#68718C,104,113,140,Gruul GuildgateRNA3
8963,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],249,RNA,#F2E394,242,227,148,Gruul GuildgateRNA4
8964,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],249,RNA,#8C3A1C,140,58,28,Gruul GuildgateRNA5
8965,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],250,RNA,#4F5059,79,80,89,Gruul GuildgateRNA1
8966,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],250,RNA,#F2EB8D,242,235,141,Gruul GuildgateRNA2
8967,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],250,RNA,#F2A663,242,166,99,Gruul GuildgateRNA3
8968,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],250,RNA,#8C310F,140,49,15,Gruul GuildgateRNA4
8969,Gruul Guildgate,Alexander Forssberg,"['G', 'R']",[],250,RNA,#A61414,166,20,20,Gruul GuildgateRNA5
8970,Hallowed Fountain,Jedd Chevrier,"['U', 'W']",[],251,RNA,#186BD9,24,107,217,Hallowed FountainRNA1
8971,Hallowed Fountain,Jedd Chevrier,"['U', 'W']",[],251,RNA,#2168A6,33,104,166,Hallowed FountainRNA2
8972,Hallowed Fountain,Jedd Chevrier,"['U', 'W']",[],251,RNA,#2F5373,47,83,115,Hallowed FountainRNA3
8973,Hallowed Fountain,Jedd Chevrier,"['U', 'W']",[],251,RNA,#72B6F2,114,182,242,Hallowed FountainRNA4
8974,Hallowed Fountain,Jedd Chevrier,"['U', 'W']",[],251,RNA,#F2BBB6,242,187,182,Hallowed FountainRNA5
8975,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],252,RNA,#1E1D26,30,29,38,Orzhov GuildgateRNA1
8976,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],252,RNA,#D9BC66,217,188,102,Orzhov GuildgateRNA2
8977,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],252,RNA,#594725,89,71,37,Orzhov GuildgateRNA3
8978,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],252,RNA,#BFA87E,191,168,126,Orzhov GuildgateRNA4
8979,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],252,RNA,#F2CDAC,242,205,172,Orzhov GuildgateRNA5
8980,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],253,RNA,#1C1C26,28,28,38,Orzhov GuildgateRNA1
8981,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],253,RNA,#838C3E,131,140,62,Orzhov GuildgateRNA2
8982,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],253,RNA,#252618,37,38,24,Orzhov GuildgateRNA3
8983,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],253,RNA,#736140,115,97,64,Orzhov GuildgateRNA4
8984,Orzhov Guildgate,Cliff Childs,"['B', 'W']",[],253,RNA,#BFB2A3,191,178,163,Orzhov GuildgateRNA5
8985,Plaza of Harmony,Jedd Chevrier,[],[],254,RNA,#F28095,242,128,149,Plaza of HarmonyRNA1
8986,Plaza of Harmony,Jedd Chevrier,[],[],254,RNA,#3C5E73,60,94,115,Plaza of HarmonyRNA2
8987,Plaza of Harmony,Jedd Chevrier,[],[],254,RNA,#6F91A6,111,145,166,Plaza of HarmonyRNA3
8988,Plaza of Harmony,Jedd Chevrier,[],[],254,RNA,#BFAE99,191,174,153,Plaza of HarmonyRNA4
8989,Plaza of Harmony,Jedd Chevrier,[],[],254,RNA,#D96F32,217,111,50,Plaza of HarmonyRNA5
8990,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],255,RNA,#F2B366,242,179,102,Rakdos GuildgateRNA1
8991,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],255,RNA,#F28749,242,135,73,Rakdos GuildgateRNA2
8992,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],255,RNA,#F24C27,242,76,39,Rakdos GuildgateRNA3
8993,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],255,RNA,#8C1A0F,140,26,15,Rakdos GuildgateRNA4
8994,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],255,RNA,#400D0D,64,13,13,Rakdos GuildgateRNA5
8995,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],256,RNA,#F2D06B,242,208,107,Rakdos GuildgateRNA1
8996,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],256,RNA,#F27C38,242,124,56,Rakdos GuildgateRNA2
8997,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],256,RNA,#F2421B,242,66,27,Rakdos GuildgateRNA3
8998,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],256,RNA,#8C0E03,140,14,3,Rakdos GuildgateRNA4
8999,Rakdos Guildgate,Jonas De Ro,"['B', 'R']",[],256,RNA,#59110B,89,17,11,Rakdos GuildgateRNA5
9000,Simic Guildgate,Adam Paquette,"['G', 'U']",[],257,RNA,#363540,54,53,64,Simic GuildgateRNA1
9001,Simic Guildgate,Adam Paquette,"['G', 'U']",[],257,RNA,#1E2D59,30,45,89,Simic GuildgateRNA2
9002,Simic Guildgate,Adam Paquette,"['G', 'U']",[],257,RNA,#F2EFBD,242,239,189,Simic GuildgateRNA3
9003,Simic Guildgate,Adam Paquette,"['G', 'U']",[],257,RNA,#F2CDA0,242,205,160,Simic GuildgateRNA4
9004,Simic Guildgate,Adam Paquette,"['G', 'U']",[],257,RNA,#BF7160,191,113,96,Simic GuildgateRNA5
9005,Simic Guildgate,Adam Paquette,"['G', 'U']",[],258,RNA,#9699D9,150,153,217,Simic GuildgateRNA1
9006,Simic Guildgate,Adam Paquette,"['G', 'U']",[],258,RNA,#1F2C73,31,44,115,Simic GuildgateRNA2
9007,Simic Guildgate,Adam Paquette,"['G', 'U']",[],258,RNA,#1D4B73,29,75,115,Simic GuildgateRNA3
9008,Simic Guildgate,Adam Paquette,"['G', 'U']",[],258,RNA,#50A0BF,80,160,191,Simic GuildgateRNA4
9009,Simic Guildgate,Adam Paquette,"['G', 'U']",[],258,RNA,#62C3D9,98,195,217,Simic GuildgateRNA5
9010,Stomping Ground,James Paick,"['G', 'R']",[],259,RNA,#A4B5BF,164,181,191,Stomping GroundRNA1
9011,Stomping Ground,James Paick,"['G', 'R']",[],259,RNA,#3D4028,61,64,40,Stomping GroundRNA2
9012,Stomping Ground,James Paick,"['G', 'R']",[],259,RNA,#D92A1A,217,42,26,Stomping GroundRNA3
9013,Stomping Ground,James Paick,"['G', 'R']",[],259,RNA,#731B14,115,27,20,Stomping GroundRNA4
9014,Stomping Ground,James Paick,"['G', 'R']",[],259,RNA,#A61B1B,166,27,27,Stomping GroundRNA5
9015,"Karn, the Great Creator",Wisnu Tan,[],[],1,WAR,#44428C,68,66,140,"Karn, the Great CreatorWAR1"
9016,"Karn, the Great Creator",Wisnu Tan,[],[],1,WAR,#7587BF,117,135,191,"Karn, the Great CreatorWAR2"
9017,"Karn, the Great Creator",Wisnu Tan,[],[],1,WAR,#AECCF2,174,204,242,"Karn, the Great CreatorWAR3"
9018,"Karn, the Great Creator",Wisnu Tan,[],[],1,WAR,#D9C1B4,217,193,180,"Karn, the Great CreatorWAR4"
9019,"Karn, the Great Creator",Wisnu Tan,[],[],1,WAR,#F28177,242,129,119,"Karn, the Great CreatorWAR5"
9020,"Ugin, the Ineffable",Daarken,[],[],2,WAR,#4D508C,77,80,140,"Ugin, the IneffableWAR1"
9021,"Ugin, the Ineffable",Daarken,[],[],2,WAR,#8890BF,136,144,191,"Ugin, the IneffableWAR2"
9022,"Ugin, the Ineffable",Daarken,[],[],2,WAR,#6683D9,102,131,217,"Ugin, the IneffableWAR3"
9023,"Ugin, the Ineffable",Daarken,[],[],2,WAR,#53A69D,83,166,157,"Ugin, the IneffableWAR4"
9024,"Ugin, the Ineffable",Daarken,[],[],2,WAR,#325955,50,89,85,"Ugin, the IneffableWAR5"
9025,Ugin's Conjurant,Ryan Yee,[],[],3,WAR,#1E2D59,30,45,89,Ugin's ConjurantWAR1
9026,Ugin's Conjurant,Ryan Yee,[],[],3,WAR,#23468C,35,70,140,Ugin's ConjurantWAR2
9027,Ugin's Conjurant,Ryan Yee,[],[],3,WAR,#466FA6,70,111,166,Ugin's ConjurantWAR3
9028,Ugin's Conjurant,Ryan Yee,[],[],3,WAR,#58748C,88,116,140,Ugin's ConjurantWAR4
9029,Ugin's Conjurant,Ryan Yee,[],[],3,WAR,#A2DCF2,162,220,242,Ugin's ConjurantWAR5
9030,Ajani's Pridemate,Sidharth Chaturvedi,['W'],['W'],4,WAR,#5B7AD9,91,122,217,Ajani's PridemateWAR1
9031,Ajani's Pridemate,Sidharth Chaturvedi,['W'],['W'],4,WAR,#80B2F2,128,178,242,Ajani's PridemateWAR2
9032,Ajani's Pridemate,Sidharth Chaturvedi,['W'],['W'],4,WAR,#8DC3F2,141,195,242,Ajani's PridemateWAR3
9033,Ajani's Pridemate,Sidharth Chaturvedi,['W'],['W'],4,WAR,#D9BE6C,217,190,108,Ajani's PridemateWAR4
9034,Ajani's Pridemate,Sidharth Chaturvedi,['W'],['W'],4,WAR,#D99D55,217,157,85,Ajani's PridemateWAR5
9035,Battlefield Promotion,Scott Murphy,['W'],['W'],5,WAR,#A62631,166,38,49,Battlefield PromotionWAR1
9036,Battlefield Promotion,Scott Murphy,['W'],['W'],5,WAR,#401317,64,19,23,Battlefield PromotionWAR2
9037,Battlefield Promotion,Scott Murphy,['W'],['W'],5,WAR,#8F8FA6,143,143,166,Battlefield PromotionWAR3
9038,Battlefield Promotion,Scott Murphy,['W'],['W'],5,WAR,#555673,85,86,115,Battlefield PromotionWAR4
9039,Battlefield Promotion,Scott Murphy,['W'],['W'],5,WAR,#D99484,217,148,132,Battlefield PromotionWAR5
9040,Bond of Discipline,Zezhou Chen,['W'],['W'],6,WAR,#212126,33,33,38,Bond of DisciplineWAR1
9041,Bond of Discipline,Zezhou Chen,['W'],['W'],6,WAR,#657BA6,101,123,166,Bond of DisciplineWAR2
9042,Bond of Discipline,Zezhou Chen,['W'],['W'],6,WAR,#8F9FBF,143,159,191,Bond of DisciplineWAR3
9043,Bond of Discipline,Zezhou Chen,['W'],['W'],6,WAR,#D9CAB0,217,202,176,Bond of DisciplineWAR4
9044,Bond of Discipline,Zezhou Chen,['W'],['W'],6,WAR,#D98D62,217,141,98,Bond of DisciplineWAR5
9045,Bulwark Giant,Victor Adame Minguez,['W'],['W'],7,WAR,#4B4FA6,75,79,166,Bulwark GiantWAR1
9046,Bulwark Giant,Victor Adame Minguez,['W'],['W'],7,WAR,#6C6E8C,108,110,140,Bulwark GiantWAR2
9047,Bulwark Giant,Victor Adame Minguez,['W'],['W'],7,WAR,#808CA6,128,140,166,Bulwark GiantWAR3
9048,Bulwark Giant,Victor Adame Minguez,['W'],['W'],7,WAR,#A6633C,166,99,60,Bulwark GiantWAR4
9049,Bulwark Giant,Victor Adame Minguez,['W'],['W'],7,WAR,#BF7B75,191,123,117,Bulwark GiantWAR5
9050,Charmed Stray,Chris Rahn,['W'],['W'],8,WAR,#594552,89,69,82,Charmed StrayWAR1
9051,Charmed Stray,Chris Rahn,['W'],['W'],8,WAR,#F2D6BD,242,214,189,Charmed StrayWAR2
9052,Charmed Stray,Chris Rahn,['W'],['W'],8,WAR,#F2B29B,242,178,155,Charmed StrayWAR3
9053,Charmed Stray,Chris Rahn,['W'],['W'],8,WAR,#D98977,217,137,119,Charmed StrayWAR4
9054,Charmed Stray,Chris Rahn,['W'],['W'],8,WAR,#A6382E,166,56,46,Charmed StrayWAR5
9055,Defiant Strike,Gabor Szikszai,['W'],['W'],9,WAR,#312E8C,49,46,140,Defiant StrikeWAR1
9056,Defiant Strike,Gabor Szikszai,['W'],['W'],9,WAR,#222059,34,32,89,Defiant StrikeWAR2
9057,Defiant Strike,Gabor Szikszai,['W'],['W'],9,WAR,#9AC1D9,154,193,217,Defiant StrikeWAR3
9058,Defiant Strike,Gabor Szikszai,['W'],['W'],9,WAR,#BF814B,191,129,75,Defiant StrikeWAR4
9059,Defiant Strike,Gabor Szikszai,['W'],['W'],9,WAR,#D94436,217,68,54,Defiant StrikeWAR5
9060,Divine Arrow,Kieran Yanner,['W'],['W'],10,WAR,#A3A4BF,163,164,191,Divine ArrowWAR1
9061,Divine Arrow,Kieran Yanner,['W'],['W'],10,WAR,#728EA6,114,142,166,Divine ArrowWAR2
9062,Divine Arrow,Kieran Yanner,['W'],['W'],10,WAR,#6D7345,109,115,69,Divine ArrowWAR3
9063,Divine Arrow,Kieran Yanner,['W'],['W'],10,WAR,#A3A65B,163,166,91,Divine ArrowWAR4
9064,Divine Arrow,Kieran Yanner,['W'],['W'],10,WAR,#D93E30,217,62,48,Divine ArrowWAR5
9065,Enforcer Griffin,Johan Grenier,['W'],['W'],11,WAR,#1C2559,28,37,89,Enforcer GriffinWAR1
9066,Enforcer Griffin,Johan Grenier,['W'],['W'],11,WAR,#809BBF,128,155,191,Enforcer GriffinWAR2
9067,Enforcer Griffin,Johan Grenier,['W'],['W'],11,WAR,#A6976A,166,151,106,Enforcer GriffinWAR3
9068,Enforcer Griffin,Johan Grenier,['W'],['W'],11,WAR,#A64521,166,69,33,Enforcer GriffinWAR4
9069,Enforcer Griffin,Johan Grenier,['W'],['W'],11,WAR,#592418,89,36,24,Enforcer GriffinWAR5
9070,Finale of Glory,Stanton Feng,['W'],['W'],12,WAR,#73A9D9,115,169,217,Finale of GloryWAR1
9071,Finale of Glory,Stanton Feng,['W'],['W'],12,WAR,#4F735F,79,115,95,Finale of GloryWAR2
9072,Finale of Glory,Stanton Feng,['W'],['W'],12,WAR,#99BFAA,153,191,170,Finale of GloryWAR3
9073,Finale of Glory,Stanton Feng,['W'],['W'],12,WAR,#497350,73,115,80,Finale of GloryWAR4
9074,Finale of Glory,Stanton Feng,['W'],['W'],12,WAR,#A65132,166,81,50,Finale of GloryWAR5
9075,Gideon's Sacrifice,Chris Rallis,['W'],['W'],14,WAR,#6F7351,111,115,81,Gideon's SacrificeWAR1
9076,Gideon's Sacrifice,Chris Rallis,['W'],['W'],14,WAR,#3E4031,62,64,49,Gideon's SacrificeWAR2
9077,Gideon's Sacrifice,Chris Rallis,['W'],['W'],14,WAR,#F29F80,242,159,128,Gideon's SacrificeWAR3
9078,Gideon's Sacrifice,Chris Rallis,['W'],['W'],14,WAR,#A6382E,166,56,46,Gideon's SacrificeWAR4
9079,Gideon's Sacrifice,Chris Rallis,['W'],['W'],14,WAR,#F27D72,242,125,114,Gideon's SacrificeWAR5
9080,Gideon's Triumph,Kieran Yanner,['W'],['W'],15,WAR,#7578BF,117,120,191,Gideon's TriumphWAR1
9081,Gideon's Triumph,Kieran Yanner,['W'],['W'],15,WAR,#3345A6,51,69,166,Gideon's TriumphWAR2
9082,Gideon's Triumph,Kieran Yanner,['W'],['W'],15,WAR,#323859,50,56,89,Gideon's TriumphWAR3
9083,Gideon's Triumph,Kieran Yanner,['W'],['W'],15,WAR,#A68477,166,132,119,Gideon's TriumphWAR4
9084,Gideon's Triumph,Kieran Yanner,['W'],['W'],15,WAR,#A65644,166,86,68,Gideon's TriumphWAR5
9085,God-Eternal Oketra,Grzegorz Rutkowski,['W'],['W'],16,WAR,#4B21A6,75,33,166,God-Eternal OketraWAR1
9086,God-Eternal Oketra,Grzegorz Rutkowski,['W'],['W'],16,WAR,#766BBF,118,107,191,God-Eternal OketraWAR2
9087,God-Eternal Oketra,Grzegorz Rutkowski,['W'],['W'],16,WAR,#545ABF,84,90,191,God-Eternal OketraWAR3
9088,God-Eternal Oketra,Grzegorz Rutkowski,['W'],['W'],16,WAR,#9A9DD9,154,157,217,God-Eternal OketraWAR4
9089,God-Eternal Oketra,Grzegorz Rutkowski,['W'],['W'],16,WAR,#6A8AA6,106,138,166,God-Eternal OketraWAR5
9090,Grateful Apparition,Izzy,['W'],['W'],17,WAR,#0A0A0D,10,10,13,Grateful ApparitionWAR1
9091,Grateful Apparition,Izzy,['W'],['W'],17,WAR,#6A73A6,106,115,166,Grateful ApparitionWAR2
9092,Grateful Apparition,Izzy,['W'],['W'],17,WAR,#9CB0D9,156,176,217,Grateful ApparitionWAR3
9093,Grateful Apparition,Izzy,['W'],['W'],17,WAR,#B4C4D9,180,196,217,Grateful ApparitionWAR4
9094,Grateful Apparition,Izzy,['W'],['W'],17,WAR,#A64732,166,71,50,Grateful ApparitionWAR5
9095,Ignite the Beacon,Slawomir Maniak,['W'],['W'],18,WAR,#BF7E84,191,126,132,Ignite the BeaconWAR1
9096,Ignite the Beacon,Slawomir Maniak,['W'],['W'],18,WAR,#F2C777,242,199,119,Ignite the BeaconWAR2
9097,Ignite the Beacon,Slawomir Maniak,['W'],['W'],18,WAR,#F2AA6B,242,170,107,Ignite the BeaconWAR3
9098,Ignite the Beacon,Slawomir Maniak,['W'],['W'],18,WAR,#D9663D,217,102,61,Ignite the BeaconWAR4
9099,Ignite the Beacon,Slawomir Maniak,['W'],['W'],18,WAR,#8C3D2B,140,61,43,Ignite the BeaconWAR5
9100,Ironclad Krovod,Sam Rowan,['W'],['W'],19,WAR,#57568C,87,86,140,Ironclad KrovodWAR1
9101,Ironclad Krovod,Sam Rowan,['W'],['W'],19,WAR,#94C6F2,148,198,242,Ironclad KrovodWAR2
9102,Ironclad Krovod,Sam Rowan,['W'],['W'],19,WAR,#D9BFA0,217,191,160,Ironclad KrovodWAR3
9103,Ironclad Krovod,Sam Rowan,['W'],['W'],19,WAR,#A6431F,166,67,31,Ironclad KrovodWAR4
9104,Ironclad Krovod,Sam Rowan,['W'],['W'],19,WAR,#733426,115,52,38,Ironclad KrovodWAR5
9105,Law-Rune Enforcer,Eric Deschamps,['W'],['W'],20,WAR,#383673,56,54,115,Law-Rune EnforcerWAR1
9106,Law-Rune Enforcer,Eric Deschamps,['W'],['W'],20,WAR,#D6D989,214,217,137,Law-Rune EnforcerWAR2
9107,Law-Rune Enforcer,Eric Deschamps,['W'],['W'],20,WAR,#F2EFC2,242,239,194,Law-Rune EnforcerWAR3
9108,Law-Rune Enforcer,Eric Deschamps,['W'],['W'],20,WAR,#8C7549,140,117,73,Law-Rune EnforcerWAR4
9109,Law-Rune Enforcer,Eric Deschamps,['W'],['W'],20,WAR,#592222,89,34,34,Law-Rune EnforcerWAR5
9110,Loxodon Sergeant,Jesper Ejsing,['W'],['W'],21,WAR,#B2BFA4,178,191,164,Loxodon SergeantWAR1
9111,Loxodon Sergeant,Jesper Ejsing,['W'],['W'],21,WAR,#ECF2BD,236,242,189,Loxodon SergeantWAR2
9112,Loxodon Sergeant,Jesper Ejsing,['W'],['W'],21,WAR,#585936,88,89,54,Loxodon SergeantWAR3
9113,Loxodon Sergeant,Jesper Ejsing,['W'],['W'],21,WAR,#8C783B,140,120,59,Loxodon SergeantWAR4
9114,Loxodon Sergeant,Jesper Ejsing,['W'],['W'],21,WAR,#D9BC66,217,188,102,Loxodon SergeantWAR5
