name,artist,colourid,colour,collectornum,expansion,hexval
Golgari Guildgate,Eytan Zana,"['B', 'G']",[],249,GRN,"#112620
#027333
#025928
#048C3F
#0A4021"
Guildmages' Forum,Adam Paquette,[],[],250,GRN,"#495B73
#3C4C59
#575919
#BFB299
#593A1E"
Izzet Guildgate,Kirsten Zirngibl,"['R', 'U']",[],251,GRN,"#262B8C
#79838C
#3088BF
#F26444
#BF0A0A"
Izzet Guildgate,Kirsten Zirngibl,"['R', 'U']",[],252,GRN,"#533CA6
#2477BF
#8C7A45
#BF2011
#59221D"
Overgrown Tomb,Yeong-Hao Han,"['B', 'G']",[],253,GRN,"#142619
#274023
#507346
#9AA66D
#F2EFBD"
Sacred Foundry,Adam Paquette,"['R', 'W']",[],254,GRN,"#A69B7B
#F28F38
#BF471B
#8C2920
#592222"
Selesnya Guildgate,Dimitar Marinski,"['G', 'W']",[],255,GRN,"#3A4012
#A4A665
#BEBF8E
#BFB30A
#8C7503"
Selesnya Guildgate,Dimitar Marinski,"['G', 'W']",[],256,GRN,"#1F2614
#B9BF8E
#3E4010
#BFB52A
#A68C08"
Steam Vents,Jonas De Ro,"['R', 'U']",[],257,GRN,"#2175BF
#3299D9
#50C4F2
#386873
#F25430"
Temple Garden,Titus Lunter,"['G', 'W']",[],258,GRN,"#9EACB0
#8C824D
#604F3B
#696457
#A63D17"
Watery Grave,Cliff Childs,"['B', 'U']",[],259,GRN,"#ACD1F2
#5888A6
#284B59
#112026
#F2F2F2"
Angel of Grace,Ryan Yee,['W'],['W'],1,RNA,"#342E59
#232073
#1E1C59
#F2C4B3
#A6837B"
Angelic Exaltation,John Severin Brassell,['W'],['W'],2,RNA,"#8C7088
#02000D
#7580BF
#F2F0D0
#BF9775"
Archway Angel,Milivoj Ä†eran,['W'],['W'],3,RNA,"#73688C
#F2B66D
#D9A282
#D94929
#A65341"
Arrester's Zeal,Izzy,['W'],['W'],4,RNA,"#171559
#8684BF
#F2EEAC
#F2B366
#A67153"
Bring to Trial,Victor Adame Minguez,['W'],['W'],5,RNA,"#A3A4BF
#1B418C
#8BA5D9
#D9B97E
#8C5F45"
Civic Stalwart,Gabor Szikszai,['W'],['W'],6,RNA,"#A99FBF
#59518C
#ABA9D9
#A6974B
#F2D5C4"
Concordia Pegasus,Chris Rahn,['W'],['W'],7,RNA,"#353440
#85A6A6
#A0A677
#888C6C
#73332D"
Expose to Daylight,Daniel Ljunggren,['W'],['W'],8,RNA,"#504F59
#83818C
#1C1C26
#C8C7D9
#593A1E"
Forbidding Spirit,Ryan Yee,['W'],['W'],9,RNA,"#524D73
#592512
#A67563
#732514
#F2C5BB"
Haazda Officer,Aaron Miller,['W'],['W'],10,RNA,"#353440
#243773
#ACC3F2
#BDD4F2
#8C5230"
Hero of Precinct One,Bram Sels,['W'],['W'],11,RNA,"#353440
#1C1C26
#C5C8D9
#8896BF
#858DA6"
Impassioned Orator,Mark Zug,['W'],['W'],12,RNA,"#D9D3B8
#BFAA6B
#8C6E37
#593F1E
#735755"
Justiciar's Portal,Micah Epstein,['W'],['W'],13,RNA,"#353440
#F2DAC4
#F2EDEB
#BF6860
#8C7370"
Knight of Sorrows,Zezhou Chen,['W'],['W'],14,RNA,"#1C1C26
#C5C6D9
#686973
#BF9039
#8C5D23"
Lumbering Battlement,Simon Dominic,['W'],['W'],15,RNA,"#191726
#54592F
#8C6E5D
#731F1F
#BF8888"
Ministrant of Obligation,Bastien L. Deharme,['W'],['W'],16,RNA,"#1C1C26
#BCBFB0
#403D2D
#A6986F
#736C5A"
Prowling Caracal,Jonathan Kuo,['W'],['W'],17,RNA,"#6E6F73
#F0F0F2
#A66C4B
#D9A282
#592E1E"
Rally to Battle,Ben Wootten,['W'],['W'],18,RNA,"#191726
#F2F0CE
#735F3C
#BFA688
#A65233"
Resolute Watchdog,Milivoj Ä†eran,['W'],['W'],19,RNA,"#353440
#4F588C
#D9B89C
#BF8360
#BF5934"
Sentinel's Mark,Zezhou Chen,['W'],['W'],20,RNA,"#1C1C26
#5061BF
#283059
#6078BF
#73542F"
Sky Tether,Zezhou Chen,['W'],['W'],21,RNA,"#1C1C26
#8F94A6
#A65729
#D9A689
#733426"
Smothering Tithe,Mark Behm,['W'],['W'],22,RNA,"#3D3859
#6D6F8C
#F2DD72
#736140
#592A19"
Spirit of the Spires,Yeong-Hao Han,['W'],['W'],23,RNA,"#F2D3AC
#593F27
#D9A679
#A67360
#D9C0BA"
Summary Judgment,Deruchenko Alexander,['W'],['W'],24,RNA,"#100E40
#0F2F8C
#F2EB85
#D9B448
#731212"
Syndicate Messenger,Viktor Titov,['W'],['W'],25,RNA,"#54592E
#888C65
#BABF95
#F2EC94
#A66D3C"
Tenth District Veteran,Volkan BaÇµa,['W'],['W'],26,RNA,"#736C4D
#A6855D
#F2E2CE
#733E1F
#F29863"
Tithe Taker,Aaron Miller,['W'],['W'],27,RNA,"#383B73
#808ABF
#A3B0D9
#CEDEF2
#575942"
Twilight Panther,Uriah Voth,"['B', 'W']",['W'],28,RNA,"#191726
#353440
#8C603A
#F2C094
#F2C6AC"
Unbreakable Formation,Matt Stewart,['W'],['W'],29,RNA,"#565E8C
#A0A9D9
#1237A6
#102973
#5670BF"
Watchful Giant,Grzegorz Rutkowski,['W'],['W'],30,RNA,"#D7D7D9
#515259
#81828C
#A67051
#262626"
Arrester's Admonition,Lucas Graciano,['U'],['U'],31,RNA,"#1B4C8C
#84A9D9
#AED3F2
#F2BF91
#59291E"
Benthic Biomancer,Daarken,['U'],['U'],32,RNA,"#0D7AD9
#27A4F2
#3DBFF2
#F2EB85
#F28F38"
Chillbringer,Eytan Zana,['U'],['U'],33,RNA,"#1C1C26
#375C8C
#66B1F2
#6997BF
#A7D5F2"
Clear the Mind,David Palumbo,['U'],['U'],34,RNA,"#BABCD9
#1E2340
#30478C
#2D3E73
#6080BF"
Code of Constraint,Ekaterina Burmak,['U'],['U'],35,RNA,"#A4A8BF
#223773
#3752A6
#F2DEA2
#D95436"
Coral Commando,Alex Konstad,['U'],['U'],36,RNA,"#5056BF
#162D59
#3498BF
#A7DDF2
#1C8C8C"
Essence Capture,Mathias Kollros,['U'],['U'],37,RNA,"#131140
#0830A6
#3079D9
#66B1F2
#91CDF2"
Eyes Everywhere,Nils Hamm,['U'],['U'],38,RNA,"#7756BF
#252617
#BFB47A
#8C6B42
#BF6849"
Faerie Duelist,Yongjae Choi,['U'],['U'],39,RNA,"#BF212E
#5E5D73
#535920
#734F24
#59261B"
Gateway Sneak,Matt Stewart,['U'],['U'],40,RNA,"#1E1C26
#2E3559
#7C83A6
#5368A6
#8298D9"
Humongulus,Jesper Ejsing,['U'],['U'],41,RNA,"#161A59
#2C2E59
#18298C
#6581A6
#95B8BF"
Mass Manipulation,Anthony Palumbo,['U'],['U'],42,RNA,"#0E1259
#0C0F40
#1F47BF
#7EA5F2
#9BB8F2"
Mesmerizing Benthid,Kev Walker,['U'],['U'],43,RNA,"#37538C
#4384D9
#5377A6
#7EB6D9
#ADD4D9"
Persistent Petitioners,Jason Rainville,['U'],['U'],44,RNA,"#08428C
#0B508C
#0E3659
#0F698C
#77BDD9"
Precognitive Perception,Chris Rallis,['U'],['U'],45,RNA,"#2621A6
#4167D9
#527FD9
#6295D9
#6BCCF2"
Prying Eyes,Magali Villeneuve,['U'],['U'],46,RNA,"#1C1C26
#072B73
#2C5DBF
#719ED9
#D9D2D0"
Pteramander,Simon Dominic,['U'],['U'],47,RNA,"#4161BF
#5681A6
#736A62
#8C3D20
#8C1C1C"
Quench,Jason Rainville,['U'],['U'],48,RNA,"#1D3D59
#F2EDA2
#F2A649
#F26E22
#A66844"
Sage's Row Savant,Bastien L. Deharme,['U'],['U'],49,RNA,"#565BBF
#4F4F59
#3449BF
#6C87D9
#91BBF2"
Senate Courier,Johann Bodin,"['U', 'W']",['U'],50,RNA,"#416CA6
#D9D1BA
#D9A13B
#59381C
#BFA38A"
Shimmer of Possibility,Volkan BaÇµa,['U'],['U'],51,RNA,"#424659
#73BCD9
#D9C27E
#D9C896
#BFAC88"
Skatewing Spy,Grzegorz Rutkowski,['U'],['U'],52,RNA,"#8D93A6
#454C59
#69B7BF
#EEF2DF
#736B45"
Skitter Eel,Mathias Kollros,['U'],['U'],53,RNA,"#6064BF
#D5D7F2
#8F9AD9
#657BA6
#8C6542"
Slimebind,Mark Behm,['U'],['U'],54,RNA,"#3B568C
#467362
#80A67B
#A7D984
#D9D1BA"
Sphinx of Foresight,Titus Lunter,['U'],['U'],55,RNA,"#363473
#1C1C26
#58594D
#F2E6CE
#BFBBB4"
Swirling Torrent,Ben Wootten,['U'],['U'],56,RNA,"#363973
#939EBF
#F0F0F2
#8C8674
#591E18"
Thought Collapse,Sara Winters,['U'],['U'],57,RNA,"#1C1C26
#272A59
#3C5FA6
#73B2D9
#B6E7F2"
Verity Circle,Volkan BaÇµa,['U'],['U'],58,RNA,"#1C66A6
#385C73
#D2D9A0
#575946
#D4D9B4"
Wall of Lost Thoughts,Adam Paquette,['U'],['U'],59,RNA,"#1E1D26
#4666A6
#5D75A6
#9AAFD9
#C2DCF2"
Windstorm Drake,Daarken,['U'],['U'],60,RNA,"#7C69BF
#4E41A6
#F2CEAE
#BF532C
#731007"
Awaken the Erstwhile,Jason A. Engle,['B'],['B'],61,RNA,"#1C1C26
#305473
#535923
#9DA65D
#A1A67C"
Bankrupt in Blood,Seb McKinnon,['B'],['B'],62,RNA,"#F2DC6D
#F2A057
#F21F0C
#8C0303
#590202"
Blade Juggler,Dmitry Burmak,['B'],['B'],63,RNA,"#F2CF66
#F29441
#BF4215
#730202
#400101"
Bladebrand,Winona Nelson,['B'],['B'],64,RNA,"#F2B56B
#D98C5F
#A64833
#592723
#A61717"
Bloodmist Infiltrator,Mitchell Malloy,['B'],['B'],65,RNA,"#BF0628
#BF2C53
#182940
#B3CFF2
#5B83A6"
Carrion Imp,Kev Walker,['B'],['B'],66,RNA,"#1E1C26
#4A678C
#94BDF2
#96B3D9
#A69E8F"
Catacomb Crocodile,Nils Hamm,['B'],['B'],67,RNA,"#65498C
#504F59
#1E1D26
#737043
#595138"
Clear the Stage,Lucas Graciano,['B'],['B'],68,RNA,"#4B68BF
#7193D9
#F29966
#F27052
#591812"
Consign to the Pit,Colin Boyer,['B'],['B'],69,RNA,"#1E1B8C
#201D73
#252359
#1E1D26
#A8ACBF"
Cry of the Carnarium,Johann Bodin,['B'],['B'],70,RNA,"#80A69B
#8C6C45
#A61205
#73160E
#400101"
Dead Revels,David Palumbo,['B'],['B'],71,RNA,"#BF8049
#BF8F73
#A64E2E
#732A24
#401313"
Debtors' Transport,Jakub Kasper,['B'],['B'],72,RNA,"#9BBFA0
#54592E
#BF9A2C
#F2DBAE
#D9AA71"
Drill Bit,Sidharth Chaturvedi,['B'],['B'],73,RNA,"#F20519
#BF0413
#73020C
#504673
#F26716"
Font of Agonies,Jason A. Engle,['B'],['B'],74,RNA,"#A60512
#A62D43
#251726
#5A758C
#F20F0F"
Grotesque Demise,Ben Wootten,['B'],['B'],75,RNA,"#00010D
#3C7369
#63A693
#B3D9AD
#E1F2BD"
Gutterbones,Grzegorz Rutkowski,['B'],['B'],76,RNA,"#1C1C26
#3C5659
#708C84
#AABFB3
#591111"
Ill-Gotten Inheritance,Winona Nelson,['B'],['B'],77,RNA,"#1C1C26
#A67A29
#8C5C20
#F2E8DC
#592B02"
Noxious Groodion,Simon Dominic,['B'],['B'],78,RNA,"#1E1D26
#79BAF2
#4F8C86
#8C6B58
#73150D"
Orzhov Enforcer,Matt Stewart,['B'],['B'],79,RNA,"#1E1C26
#324359
#7B92A6
#B9BF8A
#F0F2A0"
Orzhov Racketeers,David Palumbo,['B'],['B'],80,RNA,"#02000D
#7580BF
#BDCAF2
#BF9D73
#8C5B3E"
Pestilent Spirit,Anastasia Ovchinnikova,['B'],['B'],81,RNA,"#6F8CA6
#52591D
#818C30
#3B401A
#D5D95B"
Plague Wight,Tomasz Jedruszek,['B'],['B'],82,RNA,"#BFA8BE
#1C1C26
#F2E8B3
#F2D377
#D9D1B8"
Priest of Forgotten Gods,Zack Stella,['B'],['B'],83,RNA,"#590F15
#401019
#353440
#7686A6
#A6786D"
Rakdos Trumpeter,Eric Deschamps,"['B', 'R']",['B'],84,RNA,"#8280BF
#F2D888
#F2A35E
#F2541B
#590202"
Spawn of Mayhem,Victor Adame Minguez,['B'],['B'],85,RNA,"#1C588C
#6CA6D9
#3698BF
#A65437
#591E18"
Spire Mangler,Tomasz Jedruszek,['B'],['B'],86,RNA,"#1E1D26
#365073
#6A8AA6
#B8CAD9
#D9483B"
Thirsting Shade,Seb McKinnon,['B'],['B'],87,RNA,"#07070D
#54592C
#3D402C
#A4A694
#592E1E"
Undercity Scavenger,Tomasz Jedruszek,['B'],['B'],88,RNA,"#6D7345
#BDBF80
#F0F2AE
#594827
#BF7D56"
Undercity's Embrace,Tyler Walpole,['B'],['B'],89,RNA,"#1C1C26
#16348C
#193073
#72B6F2
#A6886D"
Vindictive Vampire,Randy Gallegos,['B'],['B'],90,RNA,"#1C1C26
#203573
#3A558C
#ACC3F2
#BF8B5E"
Act of Treason,Scott Murphy,['R'],['R'],91,RNA,"#0A2473
#93A2BF
#F27B50
#8C170D
#F24130"
Amplifire,Dan Scott,['R'],['R'],92,RNA,"#F2EC91
#F2A649
#F27329
#A6270A
#730F06"
Burn Bright,Scott Murphy,['R'],['R'],93,RNA,"#F2B694
#F28972
#F2766B
#A62E2E
#592020"
Burning-Tree Vandal,Aaron Miller,['R'],['R'],94,RNA,"#F2D479
#F2A950
#F2441D
#F26F63
#730A0A"
Cavalcade of Calamity,Jonas De Ro,['R'],['R'],95,RNA,"#F2913D
#A6806A
#F25116
#A6170A
#59150E"
Clamor Shaman,Tomasz Jedruszek,['R'],['R'],96,RNA,"#A6384C
#F23869
#7AACBF
#D92929
#731919"
Dagger Caster,Viktor Titov,['R'],['R'],97,RNA,"#1C1C26
#6A79A6
#93A2BF
#347343
#F28963"
Deface,Sidharth Chaturvedi,['R'],['R'],98,RNA,"#4D4A59
#BFBB80
#F2F0CE
#A69580
#8C403A"
Electrodominance,Dmitry Burmak,['R'],['R'],99,RNA,"#27498C
#719ED9
#BDD9F2
#591919
#BF4E4E"
Feral Maaka,Jonathan Kuo,['R'],['R'],100,RNA,"#9F9FA6
#D9B64E
#8C5230
#D99B77
#592C1C"
Flames of the Raze-Boar,Jason A. Engle,['R'],['R'],101,RNA,"#F2E291
#F2A25C
#F2622E
#F23E16
#8C1A0F"
Gates Ablaze,Eytan Zana,['R'],['R'],102,RNA,"#F2BF5E
#F28F38
#F26A1B
#A61508
#59100A"
Ghor-Clan Wrecker,David Palumbo,['R'],['R'],103,RNA,"#1C1C26
#9998A6
#CCCCD9
#8C7C6D
#593122"
Goblin Gathering,Svetlin Velinov,['R'],['R'],104,RNA,"#0D4373
#F2DE79
#F2A950
#F27C38
#8C0303"
Gravel-Hide Goblin,Jonathan Kuo,"['G', 'R']",['R'],105,RNA,"#F2EEAE
#F2F0CE
#F26835
#F23C13
#8C1004"
Immolation Shaman,Svetlin Velinov,['R'],['R'],106,RNA,"#142B73
#3A5D8C
#F2E088
#F2A25C
#F27141"
Light Up the Stage,Dmitry Burmak,['R'],['R'],107,RNA,"#F2EC94
#F2B988
#F2916D
#D93E30
#730202"
Mirror March,Johannes Voss,['R'],['R'],108,RNA,"#731638
#A64B7D
#201F40
#8B8AA6
#373B8C"
Rix Maadi Reveler,Sara Winters,"['B', 'R']",['R'],109,RNA,"#F2AF5C
#D96725
#8C3D20
#400C07
#BF0404"
Rubble Reading,Aaron Miller,['R'],['R'],110,RNA,"#D9183B
#8C142A
#F23869
#F25C93
#3A3959"
Rubblebelt Recluse,Zoltan Boros,['R'],['R'],111,RNA,"#9597BF
#686D8C
#BABFD9
#8C673A
#8C331F"
Rumbling Ruin,Jakub Kasper,['R'],['R'],112,RNA,"#94C6F2
#80A2BF
#A67D4B
#F2C791
#402516"
Scorchmark,Jason Felix,['R'],['R'],113,RNA,"#F2DE79
#F2AC57
#F27F3D
#F22613
#8C0D0D"
Skarrgan Hellkite,Svetlin Velinov,['R'],['R'],114,RNA,"#0A3EA6
#304F8C
#115DBF
#A60303
#590202"
Skewer the Critics,Heonhwa Choe,['R'],['R'],115,RNA,"#1E1D26
#F2BC79
#F2913D
#F27329
#730D0D"
Smelt-Ward Ignus,Jehan Choo,['R'],['R'],116,RNA,"#F2CB57
#F2A341
#F26B1D
#F2380F
#730707"
Spear Spewer,Carl Critchlow,['R'],['R'],117,RNA,"#9B81A6
#D9B97E
#D9BD9C
#733A26
#73130A"
Spikewheel Acrobat,Deruchenko Alexander,['R'],['R'],118,RNA,"#465573
#F2AA52
#F27F3D
#BF3617
#8C3030"
Storm Strike,Dmitry Burmak,['R'],['R'],119,RNA,"#CED9A7
#F2EC94
#F2B47E
#F28B66
#731810"
Tin Street Dodger,Yeong-Hao Han,['R'],['R'],120,RNA,"#40391A
#D9B88F
#8C6954
#733924
#F2F2F2"
Axebane Beast,Sam Rowan,['G'],['G'],121,RNA,"#1C1C26
#3C4021
#BFB375
#BFB7A8
#59130C"
Biogenic Ooze,Lake Hurwitz,['G'],['G'],122,RNA,"#023059
#0F8AA6
#26A68E
#01402E
#54BF83"
Biogenic Upgrade,Tomasz Jedruszek,['G'],['G'],123,RNA,"#5864A6
#64758C
#D99F59
#BF7B3F
#8C6746"
End-Raze Forerunners,Mathias Kollros,['G'],['G'],124,RNA,"#8B8ABF
#656B8C
#54592F
#878C5D
#732B1A"
Enraged Ceratok,Lars Grant-West,['G'],['G'],125,RNA,"#D9CDB8
#D9B384
#402C1A
#8C613B
#8C451C"
Gatebreaker Ram,Even Amundsen,['G'],['G'],126,RNA,"#05030D
#39A7BF
#59CCD9
#124040
#A3D9D3"
Gift of Strength,Lius Lasahido,['G'],['G'],127,RNA,"#83818C
#D7D7D9
#D9BFA0
#594D42
#8C7A69"
Growth-Chamber Guardian,Bram Sels,['G'],['G'],128,RNA,"#385DA6
#7292A6
#4A868C
#365959
#BF4C41"
Gruul Beastmaster,Kimonas Theodossiou,['G'],['G'],129,RNA,"#593F46
#1C1C26
#8187A6
#B8C0D9
#BF8578"
Guardian Project,Chris Rallis,['G'],['G'],130,RNA,"#140FA6
#0E0C40
#1F34A6
#66B8D9
#468C7F"
Incubation Druid,Daniel Ljunggren,['G'],['G'],131,RNA,"#386873
#2CB1BF
#277342
#75BF8F
#60BF66"
Mammoth Spider,Jehan Choo,['G'],['G'],132,RNA,"#F2E1C2
#D99A4E
#736049
#731702
#400803"
Open the Gates,John Thacker,['G'],['G'],133,RNA,"#888C6C
#F2DE77
#F2B366
#F2884B
#8C0808"
Rampage of the Clans,Sidharth Chaturvedi,['G'],['G'],134,RNA,"#F2E963
#F2E085
#D9A74A
#8C6A3F
#F28B30"
Rampaging Rendhorn,Ben Wootten,['G'],['G'],135,RNA,"#D9C896
#BFBAA8
#8C6849
#A64826
#73221A"
Regenesis,James Paick,['G'],['G'],136,RNA,"#8FBDD9
#4E96A6
#142426
#A3D9D9
#2E5955"
Root Snare,Craig J Spearing,['G'],['G'],137,RNA,"#BF2C47
#797C8C
#AAADBF
#A6874E
#BF3030"
Sagittars' Volley,Dan Scott,['G'],['G'],138,RNA,"#70648C
#100F40
#33308C
#7573BF
#D9C3A9"
Saruli Caretaker,Howard Lyon,['G'],['G'],139,RNA,"#535473
#A68B3C
#A68953
#8C3E11
#590202"
Sauroform Hybrid,Nils Hamm,['G'],['G'],140,RNA,"#252617
#8C7B46
#736656
#A69C94
#592A0F"
Silhana Wayfinder,Suzanne Helmigh,['G'],['G'],141,RNA,"#B0B2BF
#A69F3F
#BFB084
#594828
#592C22"
Steeple Creeper,Svetlin Velinov,"['G', 'U']",['G'],142,RNA,"#1E1D26
#9998A6
#7B7DA6
#A7B3D9
#735439"
Stony Strength,Chris Seaman,['G'],['G'],143,RNA,"#515259
#8CA672
#C0D98B
#F2F0D5
#8C4637"
Sylvan Brushstrider,Dan Scott,['G'],['G'],144,RNA,"#D6D9BF
#D5D973
#A69E77
#D9BF73
#592F16"
Territorial Boar,Dan Scott,['G'],['G'],145,RNA,"#6C7338
#D9B166
#BF9765
#59341E
#BF613F"
Titanic Brawl,Svetlin Velinov,['G'],['G'],146,RNA,"#3B3659
#191659
#1C1C26
#BF9780
#73321A"
Tower Defense,Craig J Spearing,['G'],['G'],147,RNA,"#212026
#1A2440
#8A99A6
#734C36
#D9A282"
Trollbred Guardian,Mathias Kollros,['G'],['G'],148,RNA,"#A7A9D9
#959BBF
#535927
#848C42
#242614"
Wilderness Reclamation,Tyler Walpole,['G'],['G'],149,RNA,"#202026
#A8BBBF
#BF863F
#592A0F
#8C3211"
Wrecking Beast,Izzy,['G'],['G'],150,RNA,"#59203B
#B0B6D9
#3B4259
#B6C5F2
#F2C6A0"
Absorb,Izzy,"['U', 'W']","['U', 'W']",151,RNA,"#A60522
#828FD9
#1455D9
#186BD9
#ACDEF2"
Aeromunculus,Simon Dominic,"['G', 'U']","['G', 'U']",152,RNA,"#14328C
#79A2F2
#A2D4F2
#D9B282
#BF5B45"
Applied Biomancy,Sidharth Chaturvedi,"['G', 'U']","['G', 'U']",153,RNA,"#1C1C26
#A9C6D9
#72828C
#A4B8BF
#595138"
Azorius Knight-Arbiter,Even Amundsen,"['U', 'W']","['U', 'W']",154,RNA,"#343D73
#6575A6
#0D378C
#99BFF2
#CEDEF2"
Azorius Skyguard,Gabor Szikszai,"['U', 'W']","['U', 'W']",155,RNA,"#8985A6
#4D4A8C
#5A588C
#D9AF8B
#401915"
Basilica Bell-Haunt,Yeong-Hao Han,"['B', 'W']","['B', 'W']",156,RNA,"#696673
#6F6DA6
#1C1C26
#BABCD9
#D0EFF2"
Bedevil,Seb McKinnon,"['B', 'R']","['B', 'R']",157,RNA,"#F2BF5E
#F27830
#F21F0C
#730202
#400101"
Biomancer's Familiar,Izzy,"['G', 'U']","['G', 'U']",158,RNA,"#733F57
#1C1C26
#4193A6
#6BBFBF
#2C5955"
Bolrac-Clan Crusher,Craig J Spearing,"['G', 'R']","['G', 'R']",159,RNA,"#868BA6
#A6935B
#593D25
#BF8C6F
#731A1A"
Captive Audience,Dmitry Burmak,"['B', 'R']","['B', 'R']",160,RNA,"#F2AE72
#BF6C3B
#F27141
#F22816
#730202"
Cindervines,Mark Behm,"['G', 'R']","['G', 'R']",161,RNA,"#F2EA7E
#F2C063
#402D1D
#8C837B
#F27830"
Clan Guildmage,Tomasz Jedruszek,"['G', 'R']","['G', 'R']",162,RNA,"#A64153
#F0F0F2
#F29F80
#F26241
#8C2020"
Combine Guildmage,Yeong-Hao Han,"['G', 'U']","['G', 'U']",163,RNA,"#5BA9D9
#4995A6
#A7D9D0
#56A68F
#19593B"
Cult Guildmage,Victor Adame Minguez,"['B', 'R']","['B', 'R']",164,RNA,"#084F8C
#F2B33D
#BF6A1F
#A62B0F
#590404"
Deputy of Detention,G-host Lee,"['U', 'W']","['U', 'W']",165,RNA,"#5A5FBF
#7377BF
#686973
#ADC0D9
#F2EFBB"
"Domri, Chaos Bringer",Zack Stella,"['G', 'R']","['G', 'R']",166,RNA,"#D9D3B8
#A64812
#8C1E14
#59150F
#260101"
"Dovin, Grand Arbiter",Kieran Yanner,"['U', 'W']","['U', 'W']",167,RNA,"#373259
#312F73
#3054BF
#5581D9
#730707"
Dovin's Acuity,Bastien L. Deharme,"['U', 'W']","['U', 'W']",168,RNA,"#150773
#0D0B59
#1C23A6
#79A2F2
#D9C091"
Emergency Powers,Chris Rallis,"['U', 'W']","['U', 'W']",169,RNA,"#0B0F59
#0F26A6
#627FD9
#79BAF2
#A0DBF2"
Ethereal Absolution,Eric Deschamps,"['B', 'W']","['B', 'W']",170,RNA,"#9A99BF
#B0BAD9
#F2E291
#8C613B
#40100C"
Final Payment,Victor Adame Minguez,"['B', 'W']","['B', 'W']",171,RNA,"#BF505A
#4C6173
#7CA2A6
#D4D9B4
#F2935C"
Fireblade Artist,Steve Argyle,"['B', 'R']","['B', 'R']",172,RNA,"#8553A6
#F2D377
#F29849
#D92B04
#730202"
Frenzied Arynx,Filip Burburan,"['G', 'R']","['G', 'R']",173,RNA,"#6D728C
#9FA7BF
#D9B596
#8C634A
#733924"
Frilled Mystic,Randy Vargas,"['G', 'U']","['G', 'U']",174,RNA,"#0678BF
#29B9F2
#77CFF2
#24A699
#15594D"
Galloping Lizrog,Lius Lasahido,"['G', 'U']","['G', 'U']",175,RNA,"#7C8EA6
#8C8042
#A69068
#F2E2C4
#A62F14"
Get the Point,Steve Argyle,"['B', 'R']","['B', 'R']",176,RNA,"#BF1534
#2B1C8C
#2A1F73
#F2BC79
#D90D0D"
Grasping Thrull,Seb McKinnon,"['B', 'W']","['B', 'W']",177,RNA,"#8C774F
#F2E2C4
#8C501C
#733614
#591B1B"
Growth Spiral,Seb McKinnon,"['G', 'U']","['G', 'U']",178,RNA,"#113059
#6CBAD9
#39734D
#BEBFA4
#DB8851"
Gruul Spellbreaker,Zoltan Boros,"['G', 'R']","['G', 'R']",179,RNA,"#6D688C
#A68446
#F2AE72
#8C4A23
#D95829"
Gyre Engineer,Anthony Palumbo,"['G', 'U']","['G', 'U']",180,RNA,"#44AFF2
#44C1F2
#1F7363
#69BF8E
#DCF2BB"
Hackrobat,Simon Dominic,"['B', 'R']","['B', 'R']",181,RNA,"#BF925A
#735236
#D9501E
#8C170D
#F25757"
High Alert,Daarken,"['U', 'W']","['U', 'W']",182,RNA,"#1E2159
#1A5AD9
#1E6FD9
#27A4F2
#A0DBF2"
Hydroid Krasis,Jason Felix,"['G', 'U']","['G', 'U']",183,RNA,"#504759
#101240
#101F73
#243CBF
#1B3DA6"
Imperious Oligarch,Johannes Voss,"['B', 'W']","['B', 'W']",184,RNA,"#1C1C26
#8688A6
#686973
#3D4034
#8C644D"
"Judith, the Scourge Diva",Wesley Burt,"['B', 'R']","['B', 'R']",185,RNA,"#F25116
#F21905
#590202
#260101
#8C0404"
"Kaya, Orzhov Usurper",Yongjae Choi,"['B', 'W']","['B', 'W']",186,RNA,"#A63247
#BF5098
#D9A87E
#592F16
#A6653F"
Kaya's Wrath,Victor Adame Minguez,"['B', 'W']","['B', 'W']",187,RNA,"#B28BD9
#7756BF
#4B39BF
#295073
#4193A6"
Knight of the Last Breath,Milivoj Ä†eran,"['B', 'W']","['B', 'W']",188,RNA,"#1C1C26
#7682A6
#F2D57E
#BF9B7A
#BF8D7A"
"Lavinia, Azorius Renegade",Steven Belledin,"['U', 'W']","['U', 'W']",189,RNA,"#504F59
#1C1C26
#595127
#8C7B46
#D9A59A"
Lawmage's Binding,Mark Behm,"['U', 'W']","['U', 'W']",190,RNA,"#0F1359
#4A608C
#A0C4F2
#D5D9C5
#8C1A0F"
Macabre Mockery,Deruchenko Alexander,"['B', 'R']","['B', 'R']",191,RNA,"#59040C
#262473
#545ABF
#BF8B2A
#D91807"
Mortify,Anthony Palumbo,"['B', 'W']","['B', 'W']",192,RNA,"#BF5468
#1C1C26
#686973
#F2CBBD
#D94A4A"
Nikya of the Old Ways,Ryan Pancoast,"['G', 'R']","['G', 'R']",193,RNA,"#8A8CBF
#ACC3F2
#BDD9F2
#6F734F
#A62B1F"
Pitiless Pontiff,Yongjae Choi,"['B', 'W']","['B', 'W']",194,RNA,"#1C1C26
#736B5D
#594020
#A6855D
#F2DFCE"
Prime Speaker Vannifar,Kieran Yanner,"['G', 'U']","['G', 'U']",195,RNA,"#115DBF
#1B78F2
#103B73
#3D9DF2
#77C3F2"
Rafter Demon,Slawomir Maniak,"['B', 'R']","['B', 'R']",196,RNA,"#595625
#F2CC85
#BF7C41
#A64521
#59150E"
